2500 0   1   1   1  +5.1907E-03  -5.5542E-03  +2.5704E-03 +8.0249E-03
2500 0   1   1   2  +6.1713E-03  -6.0145E-03  +3.1712E-03 +9.1824E-03
2500 0   1   1   3  +7.4243E-03  -6.4619E-03  +3.9839E-03 +1.0618E-02
2500 0   1   1   4  +9.0613E-03  -6.8587E-03  +5.1033E-03 +1.2458E-02
2500 0   1   1   5  +1.1286E-02  -7.0975E-03  +6.7045E-03 +1.4923E-02
2500 0   1   1   6  +1.4566E-02  -7.2540E-03  +9.1409E-03 +1.8664E-02
2500 0   1   1   7  +1.9315E-02  -7.6643E-03  +1.2943E-02 +2.4481E-02
2500 0   1   1   8  +2.4900E-02  -5.6422E-03  +1.6745E-02 +3.0533E-02
2500 0   1   1   9  +3.8885E-02  -2.8470E-03  +2.2374E-02 +4.4953E-02
2500 0   1   1  10  +6.3880E-02  -7.4923E-03  +2.8185E-02 +7.0222E-02
2500 0   1   1  11  +9.3200E-02  -2.0431E-02  +3.2489E-02 +1.0079E-01
2500 0   1   1  12  +1.2227E-01  -4.0259E-02  +3.5367E-02 +1.3350E-01
2500 0   1   1  13  +1.4883E-01  -6.3902E-02  +3.6980E-02 +1.6614E-01
2500 0   1   1  14  +1.7401E-01  -9.0278E-02  +3.7613E-02 +1.9961E-01
2500 0   1   1  15  +1.9926E-01  -1.1966E-01  +3.7811E-02 +2.3548E-01
2500 0   1   1  16  +2.2550E-01  -1.5297E-01  +3.7952E-02 +2.7512E-01
2500 0   1   1  17  +2.5295E-01  -1.9104E-01  +3.8167E-02 +3.1928E-01
2500 0   1   1  18  +2.8089E-01  -2.3323E-01  +3.8299E-02 +3.6710E-01
2500 0   1   1  19  +3.0928E-01  -2.7694E-01  +3.7949E-02 +4.1688E-01
2500 0   1   1  20  +3.4209E-01  -3.2278E-01  +3.6954E-02 +4.7178E-01
2500 0   1   1  21  +3.8248E-01  -3.7636E-01  +3.5225E-02 +5.3775E-01
2500 0   1   1  22  +4.2804E-01  -4.4108E-01  +3.2684E-02 +6.1550E-01
2500 0   1   1  23  +4.7535E-01  -5.1686E-01  +2.9412E-02 +7.0283E-01
2500 0   1   1  24  +5.2280E-01  -6.0331E-01  +2.5654E-02 +7.9872E-01
2500 0   1   1  25  +5.6989E-01  -7.0173E-01  +2.1725E-02 +9.0425E-01
2500 0   1   1  26  +6.1556E-01  -8.1528E-01  +1.7890E-02 +1.0217E+00
2500 0   1   1  27  +6.5642E-01  -9.4896E-01  +1.4165E-02 +1.1540E+00
2500 0   1   1  28  +6.8350E-01  -1.1080E+00  +1.0164E-02 +1.3019E+00
2500 0   1   1  29  +6.7626E-01  -1.2864E+00  +4.7262E-03 +1.4533E+00
2500 0   1   1  30  +6.1008E-01  -1.4453E+00  -2.6160E-03 +1.5688E+00
2500 0   1   1  31  +5.0080E-01  -1.5462E+00  -1.0422E-02 +1.6253E+00
2500 0   1   1  32  +3.9448E-01  -1.6001E+00  -1.7312E-02 +1.6481E+00
2500 0   1   1  33  +3.0932E-01  -1.6306E+00  -2.2753E-02 +1.6598E+00
2500 0   1   1  34  +2.4321E-01  -1.6504E+00  -2.6663E-02 +1.6684E+00
2500 0   1   1  35  +1.9089E-01  -1.6645E+00  -2.9149E-02 +1.6757E+00
2500 0   1   1  36  +1.4863E-01  -1.6744E+00  -3.0400E-02 +1.6813E+00
2500 0   1   1  37  +1.1425E-01  -1.6810E+00  -3.0804E-02 +1.6852E+00
2500 0   1   1  38  +8.6393E-02  -1.6849E+00  -3.0773E-02 +1.6874E+00
2500 0   1   1  39  +6.4142E-02  -1.6868E+00  -3.0601E-02 +1.6883E+00
2500 0   1   1  40  +4.6733E-02  -1.6873E+00  -3.0577E-02 +1.6882E+00
2500 0   1   1  41  +3.3404E-02  -1.6871E+00  -3.0742E-02 +1.6877E+00
