 500 0   0   0  69  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0   0  70  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0   0  71  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0   0  72  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0   0  73  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0   0  74  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0   0  75  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0   0  76  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0   0  77  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0   0  78  -8.7677E-02  -3.3980E-02  -2.8512E-03 +9.4075E-02
 500 0   0   0  79  -7.8112E-02  -2.4052E-02  -2.3262E-03 +8.1764E-02
 500 0   0   0  80  -6.8665E-02  -1.4665E-02  -1.8437E-03 +7.0238E-02
 500 0   0   0  81  -5.8609E-02  -6.3833E-03  -1.4185E-03 +5.8973E-02
 500 0   0   0  82  -4.7574E-02  -4.2365E-04  -1.0609E-03 +4.7588E-02
 500 0   0   0  83  -3.6443E-02  +2.2826E-03  -7.8870E-04 +3.6523E-02
 500 0   0   0  84  -2.6838E-02  +2.3462E-03  -5.9407E-04 +2.6947E-02
 500 0   0   0  85  -1.9686E-02  +1.1843E-03  -4.6386E-04 +1.9727E-02
 500 0   0   0  86  -1.4769E-02  -1.5019E-04  -3.7817E-04 +1.4775E-02
 500 0   0   0  87  -1.1449E-02  -1.2005E-03  -3.2069E-04 +1.1516E-02
 500 0   0   0  88  -9.1584E-03  -1.8884E-03  -2.7445E-04 +9.3551E-03
 500 0   0   0  89  -7.4969E-03  -2.2796E-03  -2.4048E-04 +7.8395E-03
 500 0   0   0  90  -6.2379E-03  -2.4672E-03  -2.0939E-04 +6.7114E-03
 500 0   0  -1  69  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -1  70  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -1  71  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -1  72  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -1  73  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -1  74  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -1  75  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -1  76  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -1  77  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -1  78  -9.7482E-02  -2.4181E-02  -3.0026E-03 +1.0048E-01
 500 0   0  -1  79  -8.8001E-02  -1.4299E-02  -2.3808E-03 +8.9187E-02
 500 0   0  -1  80  -7.8386E-02  -4.0058E-03  -1.8382E-03 +7.8510E-02
 500 0   0  -1  81  -6.7476E-02  +6.2499E-03  -1.3721E-03 +6.7779E-02
 500 0   0  -1  82  -5.3312E-02  +1.3441E-02  -9.5620E-04 +5.4989E-02
 500 0   0  -1  83  -3.7426E-02  +1.4135E-02  -6.4456E-04 +4.0011E-02
 500 0   0  -1  84  -2.4892E-02  +1.0609E-02  -4.5516E-04 +2.7062E-02
 500 0   0  -1  85  -1.7042E-02  +6.3804E-03  -3.5046E-04 +1.8201E-02
 500 0   0  -1  86  -1.2595E-02  +3.1056E-03  -3.0158E-04 +1.2976E-02
 500 0   0  -1  87  -9.9702E-03  +9.6117E-04  -2.7224E-04 +1.0020E-02
 500 0   0  -1  88  -8.2430E-03  -3.4321E-04  -2.5261E-04 +8.2540E-03
 500 0   0  -1  89  -6.9693E-03  -1.1071E-03  -2.2863E-04 +7.0604E-03
 500 0   0  -1  90  -5.9572E-03  -1.5445E-03  -2.0382E-04 +6.1575E-03
 500 0   0  -2  69  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  70  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  71  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  72  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  73  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  74  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  75  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  76  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  77  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  78  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  79  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  80  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  81  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  82  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  83  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  84  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  85  +0.0000E+00  +0.0000E+00  +0.0000E+00 +0.0000E+00
 500 0   0  -2  86  -8.7485E-03  +5.2490E-03  -2.0170E-04 +1.0204E-02
