-0.49924 0.0321705 -0.865866 1693.93 -276.571 5356.24 -1.44229 0.432642 0 1080.86
-0.534133 0.00832526 -0.84536 1738.33 -83.7651 5329.56 -9.93251 -3.81351 0 1065.48
-0.493499 0.013434 -0.869643 1659.64 -80.714 5376.84 15.0439 8.24016 0 1060.96
-0.520946 0.0239684 -0.853253 1828.65 -211.761 5275.29 0.867542 0.247965 0 1095.68
-0.481106 0.0316878 -0.87609 1665.19 -266.874 5373.51 -1.1383 -4.75124 0 1147.67
-0.497556 0.0299986 -0.866913 1728.83 -278.307 5335.27 -0.720419 -8.46402 0 1115.8
-0.580929 -0.0096086 -0.813897 2102.15 104.54 5110.96 -26.3997 -1.57112 0 1053.21
-0.429962 0.00715605 -0.902819 1392.36 -60.9077 5537.44 -1.39887 -0.082354 0 1141.4
-0.520171 0.00682206 -0.854035 1880.29 -62.7378 5244.26 2.54217 -1.55184 0 1154.82
-0.531773 -0.0341048 -0.8462 1916.35 267.868 5222.6 -3.18842 -7.05172 0 1070.62
-0.987011 -0.148742 -0.0607113 3333.63 267.868 4371.01 -12.7513 11.1736 0 1062.78
-0.557673 0.0047137 -0.830047 2048.99 -42.7204 5142.9 -0.477963 0.0658922 0 1098.21
-0.568043 0.02469 -0.822629 2072.52 -229.1 5128.76 1.0073 -1.71636 0 1088.56
-0.529476 -0.0127127 -0.848229 1847.61 115.2 5263.9 5.76755 3.25416 0 1065.19
-0.483729 -0.031217 -0.874661 1661.19 249.907 5375.91 -6.10258 -3.16201 0 1109.08
-0.482959 0.00394975 -0.875634 1610.12 -33.2746 5406.6 0.15855 2.86731 0 1078.75
-0.57638 -0.00966799 -0.817125 2067.19 80.4949 5131.96 5.96183 -1.49725 0 1022.27
-0.560519 -0.00115292 -0.828141 2054.59 8.54705 5139.53 0.360277 -0.761003 0 1097.96
-0.518403 -0.0115077 -0.855059 1881.38 93.6305 5243.61 -0.722208 1.15036 0 1164.69
-0.546897 0.0159653 -0.837048 1951.3 -159.675 5201.6 6.85202 -6.66239 0 1073.25
-0.547668 0.0176615 -0.836509 1951.33 -150.195 5201.58 0.571505 7.87954 0 1072.81
-0.527182 0.00654316 -0.849727 1860.39 -77.9548 5256.22 6.86009 -4.32928 0 1085.11
-0.504885 -0.018989 -0.862978 1772.94 147.479 5308.77 5.04129 -4.73223 0 1122.24
-0.562305 0.0105756 -0.826862 2051.53 -74.9289 5141.37 8.68649 5.47398 0 1087.3
-0.471132 -0.00133276 -0.882062 1603.06 22.8011 5410.84 -2.32683 8.85534 0 1132.59
-0.553302 -0.00660754 -0.832955 1980.01 25.8954 5184.34 6.62812 -10.2278 0 1066.56
-0.474439 -0.0221326 -0.88001 1644.5 148.318 5385.94 -3.53071 -12.0381 0 1166.53
-0.453242 -0.0062927 -0.891365 1450.36 50.5142 5502.59 -4.58557 -8.74658 0 1079.8
-0.507873 0.0233371 -0.861116 1700.57 -183.233 5352.25 -5.305 13.2194 0 1038.96
-0.421728 -0.00779762 -0.906689 1342.01 48.0544 5567.69 0.553638 -1.82208 0 1131.83
-0.510399 -0.000312561 -0.859938 1788.99 10.6244 5299.12 6.94698 -1.31545 0 1092.43
-0.494023 -0.0181755 -0.869259 1750.58 125.097 5322.2 2.31465 -5.3674 0 1166.34
-0.433259 -0.0156753 -0.901133 1409.32 123.159 5527.25 -0.225538 -0.180726 0 1143.16
-0.513579 -0.014596 -0.857918 1860.25 106.096 5256.31 9.41968 -4.64214 0 1167.45
-0.476705 -0.00198737 -0.879061 1590.43 36.0147 5418.43 -7.9048 12.692 0 1090.19
-0.516768 -0.00752864 -0.856093 1784.65 77.4768 5301.73 6.60825 -2.09128 0 1062.54
-0.458223 0.0073978 -0.888806 1558.21 -64.5234 5437.79 3.39141 1.04668 0 1160.85
-0.452817 0.0199342 -0.891381 1485.96 -164.779 5481.2 3.43766 -0.126391 0 1104.36
-0.452817 0.0199342 -0.891381 1485.96 -164.779 5481.2 -1.93864 21.0884 0 1127.72
-0.58195 0.00575201 -0.813204 2108.57 -70.0448 5107.1 -9.96029 -9.35172 0 1038.39
-0.519886 0.0300974 -0.853705 1833.98 -264.32 5272.09 13.3764 4.50633 0 1088.71
-0.492596 -0.017849 -0.870075 1670.05 168.879 5370.59 3.87085 12.4383 0 1080.53
-0.490188 -0.0291275 -0.87113 1658.52 238.223 5377.51 0.0598913 -2.71237 0 1102.95
-0.496221 -0.0133388 -0.868094 1728.11 109.712 5335.7 -4.88719 -7.70955 0 1131.41
-0.517718 -0.0315453 -0.85497 1883.25 256.822 5242.48 0.421357 3.20534 0 1131.44
-0.447287 -0.0060801 -0.89437 1509.91 20.9633 5466.81 2.57157 -6.16112 0 1168.78
-0.501962 0.0134388 -0.864785 1727.85 -114.275 5335.86 5.69731 -3.63579 0 1086.93
-0.478253 -0.0206878 -0.877979 1678.76 168.744 5365.35 6.41383 3.20408 0 1180.69
-0.53512 0.01491 -0.844645 1929.03 -130.518 5214.98 3.62535 -0.0389124 0 1119.47
-0.512849 0.00358622 -0.858472 1786.93 -55.2929 5300.36 5.4477 -8.91971 0 1084.33
-0.559601 0.024479 -0.8284 1986.42 -262.839 5180.49 16.2528 -11.0374 0 1072.42
-0.52625 0.0205449 -0.850082 1856.73 -174.087 5258.42 -4.02187 3.71024 0 1102.46
-0.470072 0.0171526 -0.882461 1602.82 -157.865 5410.98 14.2621 -11.1513 0 1128.04
-0.478414 0.0130348 -0.878038 1572.38 -117.288 5429.27 -3.3149 -3.63677 0 1058.64
-0.479301 0.0149914 -0.877523 1604.59 -142.848 5409.92 4.22899 -6.9424 0 1096.89
-0.515505 0.0189032 -0.856678 1831.79 -159.799 5273.4 -8.21122 -4.18417 0 1130.14
-0.490366 -0.00422849 -0.871507 1668.17 29.8852 5371.72 -1.96875 0.518194 0 1090.75
-0.439011 -0.018481 -0.898292 1421.59 144.607 5519.88 0.00240151 0.00713058 0 1128.55
-0.489338 0.0280972 -0.871641 1730.79 -247.622 5334.09 5.62239 -1.9082 0 1169.58
-0.565265 0.0234954 -0.824575 2051.81 -195.799 5141.2 -14.8974 6.92431 0 1095.39
-0.476816 0.00822948 -0.878964 1681.52 -73.0322 5363.7 6.59072 -5.44722 0 1186.93
