      0      2      0.0      0.0
            -1     50    131     -0.0002283      0.0136490     84.1457748      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0002283     -0.0136490      0.6484271      0.0000000      0.0000000      0.0000000      0.939565361
      1      2      0.0      0.0
            -1     50    131     -0.0116270     -0.0059372     84.1510925      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0116270      0.0059372      0.6431065      0.0000000      0.0000000      0.0000000      0.939565361
      2      2      0.0      0.0
            -1     50    131      0.0114710     -0.0073290     84.1449127      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0114710      0.0073290      0.6492914      0.0000000      0.0000000      0.0000000      0.939565361
      3      2      0.0      0.0
            -1     50    131      0.0001971      0.0124950     84.1529160      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0001971     -0.0124950      0.6412818      0.0000000      0.0000000      0.0000000      0.939565361
      4      2      0.0      0.0
            -1     50    131      0.0008587      0.0010937     84.1627274      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0008587     -0.0010937      0.6314700      0.0000000      0.0000000      0.0000000      0.939565361
      5      2      0.0      0.0
            -1     50    131      0.0063348      0.0070996     84.1581268      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0063348     -0.0070996      0.6360731      0.0000000      0.0000000      0.0000000      0.939565361
      6      2      0.0      0.0
            -1     50    131     -0.0042550     -0.0050353     84.1607513      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0042550      0.0050353      0.6334447      0.0000000      0.0000000      0.0000000      0.939565361
      7      2      0.0      0.0
            -1     50    131     -0.0066807      0.0005373     84.1317749      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0066807     -0.0005373      0.6624246      0.0000000      0.0000000      0.0000000      0.939565361
      8      2      0.0      0.0
            -1     50    131      0.0106350     -0.0006683     84.1358566      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0106350      0.0006683      0.6583461      0.0000000      0.0000000      0.0000000      0.939565361
      9      2      0.0      0.0
            -1     50    131     -0.0026005     -0.0076018     84.1328125      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0026005      0.0076018      0.6613853      0.0000000      0.0000000      0.0000000      0.939565361
     10      2      0.0      0.0
            -1     50    131      0.0023474     -0.0128280     84.1413040      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0023474      0.0128280      0.6528958      0.0000000      0.0000000      0.0000000      0.939565361
     11      2      0.0      0.0
            -1     50    131     -0.0101350     -0.0083534     84.1507721      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0101350      0.0083534      0.6434273      0.0000000      0.0000000      0.0000000      0.939565361
     12      2      0.0      0.0
            -1     50    131     -0.0108210      0.0021831     84.1559906      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0108210     -0.0021831      0.6382065      0.0000000      0.0000000      0.0000000      0.939565361
     13      2      0.0      0.0
            -1     50    131      0.0128850      0.0045219     84.1460876      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0128850     -0.0045219      0.6481085      0.0000000      0.0000000      0.0000000      0.939565361
     14      2      0.0      0.0
            -1     50    131     -0.0055949      0.0016559     84.1312332      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0055949     -0.0016559      0.6629695      0.0000000      0.0000000      0.0000000      0.939565361
     15      2      0.0      0.0
            -1     50    131     -0.0092310     -0.0055573     84.1360397      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0092310      0.0055573      0.6581632      0.0000000      0.0000000      0.0000000      0.939565361
     16      2      0.0      0.0
            -1     50    131      0.0039610     -0.0119380     84.1526871      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0039610      0.0119380      0.6415109      0.0000000      0.0000000      0.0000000      0.939565361
     17      2      0.0      0.0
            -1     50    131      0.0079379      0.0061566     84.1574631      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0079379     -0.0061566      0.6367351      0.0000000      0.0000000      0.0000000      0.939565361
     18      2      0.0      0.0
            -1     50    131     -0.0100050      0.0058416     84.1374435      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0100050     -0.0058416      0.6567526      0.0000000      0.0000000      0.0000000      0.939565361
     19      2      0.0      0.0
            -1     50    131     -0.0097592      0.0054424     84.1366882      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0097592     -0.0054424      0.6575075      0.0000000      0.0000000      0.0000000      0.939565361
     20      2      0.0      0.0
            -1     50    131      0.0091613     -0.0101260     84.1463928      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0091613      0.0101260      0.6478038      0.0000000      0.0000000      0.0000000      0.939565361
     21      2      0.0      0.0
            -1     50    131      0.0026822     -0.0079811     84.1331711      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0026822      0.0079811      0.6610318      0.0000000      0.0000000      0.0000000      0.939565361
     22      2      0.0      0.0
            -1     50    131     -0.0052274     -0.0113840     84.1396255      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0052274      0.0113840      0.6545759      0.0000000      0.0000000      0.0000000      0.939565361
     23      2      0.0      0.0
            -1     50    131     -0.0118160      0.0012938     84.1380615      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0118160     -0.0012938      0.6561373      0.0000000      0.0000000      0.0000000      0.939565361
     24      2      0.0      0.0
            -1     50    131     -0.0096501     -0.0056770     84.1557236      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0096501      0.0056770      0.6384743      0.0000000      0.0000000      0.0000000      0.939565361
     25      2      0.0      0.0
            -1     50    131      0.0104100     -0.0074530     84.1404572      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0104100      0.0074530      0.6537439      0.0000000      0.0000000      0.0000000      0.939565361
     26      2      0.0      0.0
            -1     50    131      0.0076975     -0.0098123     84.1394730      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0076975      0.0098123      0.6547300      0.0000000      0.0000000      0.0000000      0.939565361
     27      2      0.0      0.0
            -1     50    131     -0.0060548      0.0051059     84.1327133      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0060548     -0.0051059      0.6614850      0.0000000      0.0000000      0.0000000      0.939565361
     28      2      0.0      0.0
            -1     50    131     -0.0130140     -0.0016163     84.1416016      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112      0.0130140      0.0016163      0.6526007      0.0000000      0.0000000      0.0000000      0.939565361
     29      2      0.0      0.0
            -1     50    131      0.0126370     -0.0051539     84.1468277      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0126370      0.0051539      0.6473754      0.0000000      0.0000000      0.0000000      0.939565361
     30      2      0.0      0.0
            -1     50    131      0.0105220     -0.0086740     84.1471176      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0105220      0.0086740      0.6470845      0.0000000      0.0000000      0.0000000      0.939565361
     31      2      0.0      0.0
            -1     50    131      0.0079703      0.0065764     84.1353836      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0079703     -0.0065764      0.6588169      0.0000000      0.0000000      0.0000000      0.939565361
     32      2      0.0      0.0
            -1     50    131      0.0097197     -0.0092640     84.1432037      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0097197      0.0092640      0.6509948      0.0000000      0.0000000      0.0000000      0.939565361
     33      2      0.0      0.0
            -1     50    131      0.0058004      0.0034915     84.1606369      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0058004     -0.0034915      0.6335658      0.0000000      0.0000000      0.0000000      0.939565361
     34      2      0.0      0.0
            -1     50    131      0.0124240      0.0054132     84.1441803      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0124240     -0.0054132      0.6500194      0.0000000      0.0000000      0.0000000      0.939565361
     35      2      0.0      0.0
            -1     50    131      0.0041375     -0.0111950     84.1381683      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0041375      0.0111950      0.6560330      0.0000000      0.0000000      0.0000000      0.939565361
     36      2      0.0      0.0
            -1     50    131      0.0073876     -0.0110560     84.1424484      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0073876      0.0110560      0.6517524      0.0000000      0.0000000      0.0000000      0.939565361
     37      2      0.0      0.0
            -1     50    131      0.0119200     -0.0006917     84.1381760      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0119200      0.0006917      0.6560217      0.0000000      0.0000000      0.0000000      0.939565361
     38      2      0.0      0.0
            -1     50    131      0.0080517      0.0075801     84.1559601      0.0000000      0.0000000      0.0000000    130.917007
             1      0   2112     -0.0080517     -0.0075801      0.6382391      0.0000000      0.0000000      0.0000000      0.939565361
     39      2      0.0      0.0
            -1     50    131      0.0025968      0.0131220     84.1428833      0.0000000      0.0000000      0.0000000    130.917007
