-29.43115718125664100, 298.8692822097764900, 478.9547209460060900	0.04512026663645183500, -0.8609459750768788700, 0.5066914145094408900	0.9986295347545739400, 0.05233595624294391800, -5.769547716683155500E-018
-20.45681220021764400, 239.1198063689942000, 514.2987272941242100	0.04741877856802913900, -0.9048041954216840000, 0.4231794269413807800	0.9986295347545739400, 0.05233595624294312000, -1.166078996835461600E-015
-9.850159170776615600, 170.1019219278197500, 546.7494370552993800	0.04901611952289590400, -0.9352832765184040400, 0.3504891049546560700	0.9986295347545739400, 0.05233595624294317500, -1.169544579971519800E-015
