34.8772500737,	29.4500000000,	23.5925509667,	44.9686562211,	40.293240132,	32.3377300578,	100.000000000
38.3415493465,	23.6150000000,	16.6362913249,	47.0371533111,	32.3541365582,	23.6281734692,	100.000000000
39.8289879275,	16.6350000000,	9.24535300415,	50.1337022500,	23.6226948512,	14.4963593154,	100.000000000
