0, 0, 0
68.07000000,  0,  0
63.55273842, 0, 69.85409328
4.51726158, 0, 69.85409328
-15.93513291, 200, -16.55196415
84.00513291, 200, -16.55196415
77.23128311, 200, 88.32113977
-9.16128311, 200, 88.32113977
0, 0, 0
64.41000000, 0, 0
61.72784430, 0, 49.92800858
2.68215570, 0, 49.92800858
-17.02505526, 200, -9.61766999
81.43505526, 200, -9.61766999
77.63440254, 200, 61.31482259
-13.22440254, 200, 61.31482259
0, 0, 0
63.51000000, 0, 0
61.27236283, 0, 49.94990470
2.23763717, 0, 49.94990470
-17.98335042, 200, -9.72668234
81.49335042, 200, -9.72668234
78.31895488, 200, 61.24586823
-14.80895488, 200, 61.24586823
0, 0, 0
62.57500000, 0, 0
60.80822201, 0, 49.96877521
1.76677799, 0, 49.96877521
-18.73465321, 200, -9.86986076
81.3096532, 200, -9.86986076
78.79832678, 200, 61.13713347
-16.22332678, 200, 61.13713347
0, 0, 0
61.60000000, 0, 0
60.32604752, 0, 49.98376782 
1.27395248, 0, 49.98376782
-19.28206354, 200, -10.04081772
80.88206354, 200, -10.04081772
79.06273360, 200, 60.99353780
-17.46273359, 200, 60.99353780
0, 0, 0 
60.16000000, 0, 0
59.60521670, 0, 35.99572496
0.55478330, 0, 35.99572496
-19.61110651, 200, -10.23000490
79.77110651, 200, -10.23000490
78.88418008, 200, 46.82508381
-18.72418008, 200, 46.82508381
0, 0, 0  
59.43000000, 0, 0 
59.23522221, 0, 35.99947307
0.19477779, 0, 35.99947307
-19.72149630, 200, -10.42554934
79.15149630, 200, -10.42554934
78.84841237, 200, 46.63787466
-19.41841237, 200, 46.63787466
0, 0, 0  
59.05000000, 0, 0
58.9147374, 0, 30.99970490
0.13526259, 0, 30.99970490
-19.70980365, 200, -8.68840899
78.75980366, 200, -8.68840899
78.56178119, 200, 39.85990067
-19.51178119, 200, 39.85990067
0, 0, 0 
59.80000000, 0, 0
59.42019095, 0, 30.99767322 
0.37980905, 0, 30.99767322
-19.65623394, 200, -8.53362278
79.45623394, 200, -8.53362278
78.84567063, 200, 40.01009044
-19.04567063, 200, 40.01009044
0, 0, 0  
60.33000000, 0, 0
59.68673526, 0, 30.99332526
0.64326474, 0, 30.99332526
-19.42983149, 200, -8.37117542
79.75983149, 200, -8.37117542
78.74261580, 200, 40.16322814
-18.41261580, 200, 40.16322814
0, 0, 0  
60.84000000, 0, 0 
59.94197921, 0, 30.98699015
0.89802079, 0, 30.98699015
-19.05548737, 200, -8.22216398
79.89548737, 200, -8.22216398
78.48027155, 200, 40.29860647
-17.64027155, 200, 40.29860647
0, 0, 0  
61.35000000, 0, 0
60.19512114, 0, 30.97848051
1.15487886, 0, 30.97848051
-18.53335196, 200, -8.08351323
79.88335196, 200, -8.08351323
78.07156588, 200, 40.41933801
-16.72156588, 200, 40.41933801
0, 0, 0  
61.82000000, 0, 0
60.42725988, 0, 30.96869831
1.39274012, 0, 30.96869831
-17.87073659, 200, -7.97070006
79.69073659, 200, -7.97070006
77.51185000, 200, 40.51143280
-15.69185000, 200, 40.51143280
0, 0, 0  
62.29000000, 0, 0
60.67298849, 0, 30.95779827
1.61701151, 0, 30.95779827
-17.07138761, 200, -7.88260768
79.36138761, 200, -7.88260768
76.82541114, 200, 40.57575995
-14.53541114, 200, 40.57575995
0, 0, 0 
62.71000000, 0, 0 
60.87150242, 0, 30.94543467 
1.83849758, 0, 30.94543467
-16.15663659, 200, -7.81449524 
78.86663659, 200, -7.81449524
75.97987067, 200, 40.61738148
-13.26987067, 200, 40.61738148
0, 0, 0 
63.13000000, 0, 0 
61.08630646, 0, 30.93256079
2.04369354, 0, 30.93256079
-15.10213588, 200, -7.77658715
78.23213588, 200, -7.77658715
75.03541740, 200, 40.62854868
-11.90541740, 200, 40.62854868
