34.03499999999933600, 345.8294608409285600, -309.2101745239514800 0., -0.6560740922919081600, -0.7546964856307127900 -1.000000000000000000, 0., 0.
32.20499999999931600, 327.2011993750788300, -233.6521762793890700 0., -0.5448084181316358300, -0.8385605449416906300 -1.000000000000000000, 0., 0.
31.75499999999933100, 322.6968308326080400, -173.2301830332704400 0., -0.4543918745633551100, -0.8908018995999054100 -1.000000000000000000, 0., 0.
31.28749999999931600, 317.9441160043648400, -116.3195268597207200 0., -0.3591065806722531000, -0.9332965572195595100 -1.000000000000000000, 0., 0.
30.79999999999931900, 312.9950844013732800, -62.09523402605976400 0., -0.2599860908684709600, -0.9656123614344068700 -1.000000000000000000, 0., 0.
30.07999999999934100, 305.6904158645813800, -23.69249831795623300 0., -0.1580858802177538500, -0.9874253665344933100 -1.000000000000000000, 0., 0.
29.71499999999930400, 301.9611598847258700, 12.91873631507374900 0., -0.05447746084201386000, -0.9985150005183732700 -1.000000000000000000, 0., 0.
-29.52499999999930600, 300.0000000000000000, 12.97348999980365400 0., -0.04097943424329152800, 0.9991599901762978600 1.000000000000000000, 0., 0.
-29.89999999999930600, 303.9539617940976100, 44.44385994164155600 0., -0.1275567287250409800, 0.9918312764563167500 1.000000000000000000, 0., 0.
-30.16499999999930600, 306.6053294936632500, 76.39290908250734400 0., -0.2131210329617397300, 0.9770258058563863200 1.000000000000000000, 0., 0.
-30.41999999999930500, 309.2068061114637200, 109.1809183990284700 0., -0.2971184379757390000, 0.9548406326790127600 1.000000000000000000, 0., 0.
-30.67499999999931100, 311.7373468813154900, 143.0822589084608900 0., -0.3788871076768108300, 0.9254428991765514300 1.000000000000000000, 0., 0.
-30.90999999999930400, 314.1795642652300600, 178.4084372627924600 0., -0.4578676224535794800, 0.8890203823921623000 1.000000000000000000, 0., 0.
-31.14499999999930300, 316.5142053873070200, 215.5252669184436100 0., -0.5334425026911959700, 0.8458363295121305000 1.000000000000000000, 0., 0.
-31.35499999999930100, 318.7221071797135900, 254.8767853087476900 0., -0.6050038521676790500, 0.7962225435531633500 1.000000000000000000, 0., 0.
-31.56499999999931600, 320.7878255041160900, 297.0231847307603100 0., -0.6720370049050432600, 0.7405175649761855900 1.000000000000000000, 0., 0.
