 27 11 51
 -65.  0. -25.  0. -125.  0.
 -65.  0. -25.  0. -120.  0.
 -65.  0. -25.  0. -115.  0.
 -65.  0. -25.  0. -110.  0.
 -65.  0. -25.  0. -105.  0.
 -65.  0. -25.  0. -100.  0.
 -65.  0. -25.  0. -95.  0.
 -65.  0. -25.  0. -90.  0.
 -65.  0. -25.  0. -85.  0.
 -65.  0. -25.  0. -80.  0.
 -65.  0. -25.  0. -75.  0.
 -65.  0. -25.  0. -70.  0.
 -65.  0. -25.  0. -65.  0.
 -65.  0. -25.  0. -60.  0.
 -65.  0. -25.  0. -55.  0.
 -65.  0. -25.  0. -50.  0.
 -65.  0. -25.  0. -45.  0.
 -65.  0. -25.  0. -40.  0.
 -65.  0. -25.  0. -35.  0.
 -65.  0. -25.  0. -30.  0.
 -65.  0. -25.  0. -25.  0.
 -65.  0. -25.  0. -20.  0.
 -65.  0. -25.  0. -15.  0.
 -65.  0. -25.  0. -10.  0.
 -65.  0. -25.  0. -5.  0.
 -65.  0. -25.  0.  0.  0.
 -65.  0. -25.  0.  5.  0.
 -65.  0. -25.  0.  10.  0.
 -65.  0. -25.  0.  15.  0.
 -65.  0. -25.  0.  20.  0.
 -65.  0. -25.  0.  25.  0.
 -65.  0. -25.  0.  30.  0.
 -65.  0. -25.  0.  35.  0.
 -65.  0. -25.  0.  40.  0.
 -65.  0. -25.  0.  45.  0.
 -65.  0. -25.  0.  50.  0.
 -65.  0. -25.  0.  55.  0.
 -65.  0. -25.  0.  60.  0.
 -65.  0. -25.  0.  65.  0.
 -65.  0. -25.  0.  70.  0.
 -65.  0. -25.  0.  75.  0.
 -65.  0. -25.  0.  80.  0.
 -65.  0. -25.  0.  85.  0.
 -65.  0. -25.  0.  90.  0.
 -65.  0.397426337 -25. -0.584897459  95. -2.38019776
 -65.  0.325891346 -25. -0.205533072  100. -1.79306006
 -65.  0.263132423 -25.  0.00936513208  105. -1.17478836
 -65.  0.214624524 -25. -0.0299135111  110. -0.686607063
 -65.  0.175989121 -25. -0.099664174  115. -0.449327707
 -65.  0.139551133 -25. -0.124203749  120. -0.319238752
 -65.  0. -25.  0.  125.  0.
 -65.  0. -20.  0. -125.  0.
 -65.  0. -20.  0. -120.  0.
 -65.  0. -20.  0. -115.  0.
 -65.  0. -20.  0. -110.  0.
 -65.  0. -20.  0. -105.  0.
 -65.  0. -20.  0. -100.  0.
 -65.  0. -20.  0. -95.  0.
 -65.  0. -20.  0. -90.  0.
 -65.  0. -20.  0. -85.  0.
 -65.  0. -20.  0. -80.  0.
 -65.  0. -20.  0. -75.  0.
 -65.  0. -20.  0. -70.  0.
 -65.  0. -20.  0. -65.  0.
 -65.  0. -20.  0. -60.  0.
 -65.  0. -20.  0. -55.  0.
 -65.  0. -20.  0. -50.  0.
 -65.  0. -20.  0. -45.  0.
 -65.  0. -20.  0. -40.  0.
 -65.  0. -20.  0. -35.  0.
 -65.  0. -20.  0. -30.  0.
 -65.  0. -20.  0. -25.  0.
 -65.  0. -20.  0. -20.  0.
 -65.  0. -20.  0. -15.  0.
 -65.  0. -20.  0. -10.  0.
 -65.  0. -20.  0. -5.  0.
 -65.  0. -20.  0.  0.  0.
 -65.  0. -20.  0.  5.  0.
