#Total-Energy(MeV)  Deposited-Energy(MeV)  Light-Output(Gamma-MeV)  Ratio  Nf(Gamma-Mev)  Ns(Gamma-MeV)  Ratio(delta electrons)
1	1	1.3517	1.3517	1.04821	0.303489	0
2	2	2.81605	1.40803	2.08225	0.733801	0
3	3	4.29552	1.43184	3.06086	1.23466	0
4	4	5.7673	1.44182	4.00476	1.76254	0
5	5	7.24645	1.44929	4.91853	2.32792	0
6	6	8.66162	1.4436	5.77371	2.88791	0.00149734
7	7	10.0776	1.43965	6.60715	3.47043	0.00622778
8	8	11.4933	1.43666	7.4214	4.07189	0.012329
9	9	12.8339	1.42599	8.18503	4.64889	0.0188986
10	10	14.2002	1.42002	8.94728	5.25287	0.0255008
11	11	15.5292	1.41174	9.68179	5.84737	0.0319003
12	12	16.8343	1.40286	10.3932	6.44112	0.0380231
13	13	18.1466	1.39589	11.106	7.04061	0.0438942
14	14	19.4353	1.38824	11.7984	7.63696	0.0494351
15	15	20.7023	1.38016	12.4716	8.23071	0.0546897
16	16	21.9775	1.3736	13.1497	8.82787	0.0596679
17	17	23.2298	1.36646	13.8095	9.42039	0.0643675
18	18	24.468	1.35934	14.4555	10.0126	0.0688311
19	19	25.7016	1.35272	15.1011	10.6005	0.0730551
20	20	26.9225	1.34613	15.7337	11.1888	0.0770669
21	21	28.1675	1.34131	16.377	11.7905	0.0808686
22	22	29.3792	1.33542	17.001	12.3782	0.0844591
23	23	30.5576	1.32859	17.6079	12.9497	0.0878729
24	24	31.7671	1.32363	18.2266	13.5405	0.0911368
25	25	32.9474	1.3179	18.8288	14.1186	0.0942791
26	26	34.1313	1.31274	19.4259	14.7054	0.0972906
27	27	35.3086	1.30772	20.0255	15.2831	0.100174
28	28	36.4862	1.30308	20.6218	15.8644	0.102944
29	29	37.6547	1.29844	21.2091	16.4456	0.105596
30	30	38.8085	1.29362	21.7917	17.0169	0.108151
31	31	39.9542	1.28884	22.3661	17.5881	0.110601
32	32	41.1185	1.28495	22.9485	18.17	0.112952
33	33	42.2306	1.27971	23.506	18.7245	0.115215
34	34	43.3694	1.27557	24.0738	19.2956	0.1174
35	35	44.5336	1.27239	24.654	19.8796	0.119519
36	36	45.6687	1.26857	25.2176	20.4511	0.121567
37	37	46.7699	1.26405	25.7666	21.0033	0.123543
38	38	47.8996	1.26052	26.3266	21.5731	0.125451
39	39	49.0053	1.25655	26.8711	22.1342	0.1273
40	40	50.1247	1.25312	27.4264	22.6983	0.1291
41	41	51.2379	1.24971	27.9732	23.2648	0.130845
42	42	52.3422	1.24624	28.5191	23.8232	0.132535
43	43	53.4627	1.24332	29.0696	24.3932	0.134172
44	44	54.5483	1.23973	29.6033	24.9451	0.135768
45	45	55.66	1.23689	30.1481	25.512	0.137321
46	46	56.7455	1.2336	30.6815	26.0639	0.138834
47	47	57.8418	1.23068	31.2162	26.6256	0.140301
48	48	58.9294	1.2277	31.7502	27.1792	0.14173
49	49	60.0191	1.22488	32.2803	27.7388	0.143121
50	50	61.1029	1.22206	32.8115	28.2914	0.144483
51	51	62.1821	1.21926	33.335	28.8471	0.145809
52	52	63.2641	1.21662	33.8643	29.3998	0.147102
53	53	64.3464	1.21408	34.3887	29.9577	0.14836
54	54	65.4117	1.21133	34.9074	30.5043	0.149592
55	55	66.4997	1.20909	35.4329	31.0669	0.150796
56	56	67.556	1.20636	35.9467	31.6093	0.151975
57	57	68.6504	1.20439	36.4786	32.1718	0.153124
58	58	69.7209	1.20209	36.996	32.725	0.154246
59	59	70.7575	1.19928	37.4999	33.2577	0.155347
60	60	71.8222	1.19704	38.0147	33.8074	0.156424
61	61	72.8836	1.19481	38.5226	34.361	0.157478
62	62	73.9497	1.19274	39.0384	34.9113	0.15851
63	63	74.9872	1.19027	39.5418	35.4454	0.159521
64	64	76.037	1.18808	40.0462	35.9908	0.16051
65	65	77.1055	1.18624	40.563	36.5425	0.161483
66	66	78.1425	1.18398	41.0616	37.0809	0.162435
67	67	79.2047	1.18216	41.5729	37.6318	0.163369
68	68	80.2329	1.1799	42.0653	38.1675	0.164283
69	69	81.2819	1.178	42.5706	38.7113	0.165181
70	70	82.3419	1.17631	43.0763	39.2656	0.166063
71	71	83.3796	1.17436	43.5736	39.806	0.16693
72	72	84.4074	1.17233	44.0702	40.3372	0.167781
73	73	85.4397	1.17041	44.5634	40.8763	0.168615
74	74	86.4936	1.16883	45.0696	41.424	0.169435
75	75	87.5137	1.16685	45.5571	41.9566	0.170243
76	76	88.5586	1.16524	46.0577	42.5009	0.171036
77	77	89.5795	1.16337	46.5427	43.0368	0.171815
78	78	90.6084	1.16165	47.0343	43.5741	0.17258
79	79	91.6556	1.1602	47.5371	44.1185	0.173334
80	80	92.6762	1.15845	48.0244	44.6518	0.174076
81	81	93.7214	1.15705	48.5214	45.2001	0.174806
82	82	94.7288	1.15523	49.0033	45.7256	0.175524
83	83	95.7604	1.15374	49.4945	46.2659	0.17623
84	84	96.7623	1.15193	49.9692	46.7931	0.176924
85	85	97.7857	1.15042	50.4563	47.3294	0.177609
86	86	98.8159	1.14902	50.9495	47.8664	0.178285
87	87	99.8221	1.14738	51.4264	48.3957	0.178948
88	88	100.848	1.146	51.9156	48.9322	0.179602
89	89	101.876	1.14468	52.4034	49.473	0.180245
90	90	102.894	1.14327	52.8871	50.0069	0.18088
91	91	103.891	1.14166	53.3608	50.5301	0.181508
92	92	104.898	1.1402	53.8364	51.0618	0.182124
93	93	105.913	1.13885	54.3199	51.5931	0.182732
94	94	106.945	1.13772	54.8071	52.1382	0.183331
95	95	107.959	1.13641	55.2881	52.6708	0.183923
96	96	108.939	1.13478	55.7534	53.1856	0.184508
97	97	109.962	1.13363	56.2379	53.7244	0.185083
98	98	110.953	1.13217	56.7058	54.247	0.185651
99	99	111.984	1.13115	57.1957	54.788	0.186211
100	100	112.984	1.12984	57.6694	55.3146	0.186765
101	101	113.989	1.12861	58.1419	55.8474	0.18731
102	102	114.983	1.12729	58.615	56.3681	0.187845
103	103	115.98	1.12602	59.0861	56.8939	0.188371
104	104	116.997	1.12497	59.5658	57.4309	0.188888
